rfc_num,rule
5255,"lang-range-quoted = astring
    ; Once any literal wrapper or quoting is removed, this
    ; follows the language-range rule in [RFC4647]"
5255,"lang-tag-quoted   = astring
    ; Once any literal wrapper or quoting is removed, this follows
    ; the Language-Tag rule in [RFC4646]"
5255,"comp-id-quoted    = astring
    ; Once any literal wrapper or quoting is removed, this
    ; follows the collation-id rule from [RFC4790]"
5255,"comp-order-quoted = astring
    ; Once any literal wrapper or quoting is removed, this
    ; follows the collation-order rule from [RFC4790]"
5255,"comp-sel-quoted   = astring
    ; Once any literal wrapper or quoting is removed, this
    ; follows the collation-selected rule from [RFC4790]"
5256,"thread-alg-ext  = atom
                    ; New algorithms MUST be registered with IANA"
5258,"eitem-standard-tag =  atom
            ; a tag for extended list data defined in a Standard
            ; Track or Experimental RFC."
5258,"option-standard-tag =  atom
            ; an option defined in a Standards Track or
            ; Experimental RFC"
5259,transcoding-param-value = astring
5259,"tag-string = string
              ; tag of the command that caused
              ; the CONVERTED response, sent as
              ; a string."
5259,"convert-err-descript = string
     ; Human-readable text explaining the conversion error.
             ; The default charset is US-ASCII, unless
             ; the LANGUAGE command [IMAP-I18N] is called, when
             ; the charset changes to UTF-8."
5263,branch=z9hG4bKnashds7
5263,branch=z9hG4bKna998sk
5263,branch=z9hG4bKna998sl
5267,"context-position      = number
    ;; Context position may be 0 for SEARCH result additions.
    ;; <number> from [IMAP]"
5272,subject = My Proposed DN
5272,publicKey = My Public Key
5281,L = Length included
5281,M = More fragments
5281,S = Start
5281,R = Reserved
5285,m=video
5285,a=sendrecv
5285,m=audio
5285,extensionname = URI
5288,Salt          = eedc68dc
5296,K = rRK and
5297,T = Sn xorend D
5336,"ALT-ADDRESS-value = xtext
       ; The value is a mailbox name encoded as xtext."
5337,"utf-8-addr-xtext    = xtext
                  ; xtext is defined in [RFC3461].
                  ; When xtext encoding is removed,
                  ; the syntax MUST conform to
                  ; utf-8-addr-unitext."
5348,DF = THRESHOLD;
5348,NotLimited1 = NotLimited2;
5359,a=sendonly
5359,a=recvonly
5359,a=sendrecv
5372,pt=default;width=720;height=480
5372,pt=layer;width=320;height=240
5381,capability = new
5381,holder = new
5381,srcdir=src
5381,destdir=classes
5381,skeletondir=skeleton
5407,a=sendonly
5407,a=recvonly
5432,extension-mech       = token
5465,"event-ext       = atom
                ;; For future extensions"
5475,len = length;
5476,informationElementId = timeMicroseconds
5503,RKS-Group-ID            = token
5503,Laes-sig          = hostport
5536,archive-param   =  parameter
5536,verb            =  token
5536,product-version =  [CFWS] token
5545,cal-address        = uri
5545,"FREQ=MONTHLY;BYDAY=MO,TU,WE,TH,FR;BYSETPOS=-1"
5545,FREQ=DAILY;COUNT=10;INTERVAL=2
5547,filesize-value       = integer        ;integer defined in RFC 4566
5547,file-tr-id-value     = token
5547,file-disp-value      = token
5547,start-offset         = integer        ; integer defined in RFC 4566
5547,i=This is my latest picture
5547,a=sendonly
5547,a=recvonly
5552,userAuthorized = true
5555,proto=any
5572,charset=utf8
5580,R = Retransmission Allowed
5583,dependent-fmt = fmt
5583,fmt-dependency = fmt
5583,s=LAYERED VIDEO SIGNALING Seminar
5583,s=MULTI DESCRIPTION VIDEO SIGNALING Seminar
5584,s=AAL Multiplexed Streaming
5584,s=AAL Multi Session Streaming
5589,micalg=sha1;
5589,s=Session SDP
5591,transportDomain = snmpSSHDomain
5591,securityModel = Transport Security Model
5591,securityName = alice
5591,securityLevel = authPriv
5592,tmTransportDomain = snmpSSHDomain
5604,pwTDMCfgPktReorder      = FALSE
5604,pwTDMCfgRtpHdrUsed      = FALSE
5631,a=sendonly
5631,a=recvonly
5639,p = E95E4A5F737059DC60DFC7AD95B3D8139515620F
5639,A = 340E7BE2A280EB74E2BE61BADA745D97E8F7C300
5639,B = 1E589A8595423412134FAA2DBDEC95C8D8675E58
5639,x = BED5AF16EA3F6A4F62938C4631EB5AF7BDBCDBC3
5639,y = 1667CB477A1A8EC338F94741669C976316DA6321
5639,q = E95E4A5F737059DC60DF5991D45029409E60FC09
5639,Z = 24DBFF5DEC9B986BBFE5295A29BFBAE45E0F5D0B
5639,A = E95E4A5F737059DC60DFC7AD95B3D8139515620C
5639,B = 7A556B6DAE535B7B51ED2C4D7DAA7A0B5C55F380
5639,x = B199B13B9B34EFC1397E64BAEB05ACC265FF2378
5639,y = ADD6718B7C7C1961F0991B842443772152C9E0AD
5639,p = C302F41D932A36CDA7A3463093D18DB78FCE476DE1A86297
5639,A = 6A91174076B1E0E19C39C031FE8685C1CAE040E5C69A28EF
5639,B = 469A28EF7C28CCA3DC721D044F4496BCCA7EF4146FBF25C9
5639,x = C0A0647EAAB6A48753B033C56CB0F0900A2F5C4853375FD6
5639,y = 14B690866ABD5BB88B5F4828C1490002E6773FA2FA299B8F
5639,q = C302F41D932A36CDA7A3462F9E9E916B5BE8F1029AC4ACC1
5639,Z = 1B6F5CC8DB4DC7AF19458A9CB80DC2295E5EB9C3732104CB
5639,A = C302F41D932A36CDA7A3463093D18DB78FCE476DE1A86294
5639,B = 13D56FFAEC78681E68F9DEB43B35BEC2FB68542E27897B79
5639,x = 3AE9E58C82F63C30282E1FE7BBF43FA72C446AF6F4618129
5639,y = 097E2C5667C2223A902AB5CA449D0084B7E5B3DE7CCC01C9
5639,p = D7C134AA264366862A18302575D1D787B09F075797DA89F57EC8C0FF
5639,A = 68A5E62CA9CE6C1C299803A6C1530B514E182AD8B0042A59CAD29F43
5639,B = 2580F63CCFE44138870713B1A92369E33E2135D266DBB372386C400B
5639,x = 0D9029AD2C7E5CF4340823B2A87DC68C9E4CE3174C1E6EFDEE12C07D
5639,y = 58AA56F772C0726F24C6B89E4ECDAC24354B9E99CAA3F6D3761402CD
5639,q = D7C134AA264366862A18302575D0FB98D116BC4B6DDEBCA3A5A7939F
5639,Z = 2DF271E14427A346910CF7A2E6CFA7B3F484E5C2CCE1C8B730E28B3F
5639,A = D7C134AA264366862A18302575D1D787B09F075797DA89F57EC8C0FC
5639,B = 4B337D934104CD7BEF271BF60CED1ED20DA14C08B3BB64F18A60888D
5639,x = 6AB1E344CE25FF3896424E7FFE14762ECB49F8928AC0C76029B4D580
5639,y = 0374E9F5143E568CD23F3F4D7C0D4B1E41C8CC0D1C6ABD5F1A46DB4C
5639,p = D35E472036BC4FB7E13C785ED201E065F98FCFA6F6F40DEF4F92B9EC7893EC
5639,A = 3EE30B568FBAB0F883CCEBD46D3F3BB8A2A73513F5EB79DA66190EB085FFA9
5639,B = 520883949DFDBC42D3AD198640688A6FE13F41349554B49ACC31DCCD884539
5639,x = 43BD7E9AFB53D8B85289BCC48EE5BFE6F20137D10A087EB6E7871E2A10A599
5639,y = 14FDD05545EC1CC8AB4093247F77275E0743FFED117182EAA9C77877AAAC6A
5639,q = D35E472036BC4FB7E13C785ED201E065F98FCFA5B68F12A32D482EC7EE8658
5639,Z = 15F75CAF668077F7E85B42EB01F0A81FF56ECD6191D55CB82B7D861458A18F
5639,A = D35E472036BC4FB7E13C785ED201E065F98FCFA6F6F40DEF4F92B9EC7893EC
5639,B = A7F561E038EB1ED560B3D147DB782013064C19F27ED27C6780AAF77FB8A547
5639,x = 925BE9FB01AFC6FB4D3E7D4990010F813408AB106C4F09CB7EE07868CC136F
5639,y = 63BA3A7A27483EBF6671DBEF7ABB30EBEE084E58A0B077AD42A5A0989D1EE7
5639,p = 8CB91E82A3386D280F5D6F7E50E641DF152F7109ED5456B412B1DA197FB711
5639,A = 7BC382C63D8C150C3C72080ACE05AFA0C2BEA28E4FB22787139165EFBA91F9
5639,B = 04A8C7DD22CE28268B39B55416F0447C2FB77DE107DCD2A62E880EA53EEB62
5639,x = 1D1C64F068CF45FFA2A63A81B7C13F6B8847A3E77EF14FE3DB7FCAFE0CBD10
5639,y = 8ABE1D7520F9C2A45CB1EB8E95CFD55262B70B29FEEC5864E19C054FF99129
5639,q = 8CB91E82A3386D280F5D6F7E50E641DF152F7109ED5456B31F166E6CAC0425
5639,Z = 41DFE8DD399331F7166A66076734A89CD0D2BCDB7D068E44E1F378F41ECBAE
5639,A = 8CB91E82A3386D280F5D6F7E50E641DF152F7109ED5456B412B1DA197FB711
5639,B = 7F519EADA7BDA81BD826DBA647910F8C4B9346ED8CCDC64E4B1ABD11756DCE
5639,x = 18DE98B02DB9A306F2AFCD7235F72A819B80AB12EBD653172476FECD462AAB
5639,y = 25AB056962D30651A114AFD2755AD336747F93475B7A1FCA3B88F2B6A208CC
5639,p = AADD9DB8DBE9C48B3FD4E6AE33C9FC07CB308DB3B3C9D20ED6639CCA703308
5639,A = 7830A3318B603B89E2327145AC234CC594CBDD8D3DF91610A83441CAEA9863
5639,B = 3DF91610A83441CAEA9863BC2DED5D5AA8253AA10A2EF1C98B9AC8B57F1117
5639,x = 81AEE4BDD82ED9645A21322E9C4C6A9385ED9F70B5D916C1B43B62EEF4D009
5639,y = 7DDE385D566332ECC0EABFA9CF7822FDF209F70024A57B1AA000C55B881F81
5639,q = AADD9DB8DBE9C48B3FD4E6AE33C9FC07CB308DB3B3C9D20ED6639CCA703308
5639,Z = 12EE58E6764838B69782136F0F2D3BA06E27695716054092E60A80BEDB212B
5639,A = AADD9DB8DBE9C48B3FD4E6AE33C9FC07CB308DB3B3C9D20ED6639CCA703308
5639,B = 7CBBBCF9441CFAB76E1890E46884EAE321F70C0BCB4981527897504BEC3E36
5639,x = 640ECE5C12788717B9C1BA06CBC2A6FEBA85842458C56DDE9DB1758D39C031
5639,y = 5B534BD595F5AF0FA2C892376C84ACE1BB4E3019B71634C01131159CAE03CE
5661,modified = TRUE;
5661,fh = filehandle returned by OPEN;
5664,L = logical offset into the file
5664,W = total number of components
5664,P = number of parity devices in each stripe
5691,samplingFrequencyIndex=0x6 (24kHz);
5691,extensionSamplingFrequencyIndex=0x3 (48kHz); channelConfiguration=2
5707,s=media server session
5707,a=sendrecv
5707,s=RadiSys SIP Media Server session
5738,"UTF8=ALL       ; Note, same as above"
5751,micalg=sha1; boundary=boundary42
5759,"r=  52e3f7b7 27fba9e8 eddb1d08 3b75c188
    2517e6dc 63ded9c0 524f8f9a 45dc8661"
5759,"s=  b8930438 de8d33bd ab12c3a2 bdad9795
    92a1fd65 76d1734c 3eb0af34 0456aef4"
5760,FT = Feedback Target
5760,x = MnDV;
5763,s=example1
5763,a=sendrecv
5763,s=example2
5777,Timezone-Flag = LOCAL;
5777,Protocol = TCP;
5777,Direction = OUT;
5777,Protocol = UDP;
5792,product-vendor-id=Vendor Y
5794,C1 =  0x517cc1b727220a94fe13abe8fa9a6ee0
5794,C2 =  0x6db14acc9e21c820ff28b1d5ef5de2b0
5794,C3 =  0xdb92371d2126e9700324977504e8c90e
5798,H = Host computer
5798,MR = Master Router
5798,BR = Backup Router
5798,H  =  Host computer
5798,MR  =  Master Router
5810,T = SET
5812,T = SET
5831,"S    = 66B70F5E F163F461 468A9528 61D60593
       E5EC8A37 3FD42279 3CD1602D DD783E86"
5831,"KSI  = 2B6EC233 C7BC89E4 2ABC2692 5FEA7285
       DD3848D1 C6AC997A 24F74E2B 09A3AEF7"
5831,"S    = 2AEBFA76 A85FB57D 6F164DE9 2951A581
       C31E7435 4930FD05 1F8A4942 550A582D"
5831,"KSI  = FAFF37A6 15A81669 1CFF3EF8 B68CA247
       E09525F3 9F811983 2EB81975 D366C4B1"
5831,"H    = FAFF37A6 15A81669 1CFF3EF8 B68CA247
       E09525F3 9F811983 2EB81975 D366C4B1"
5831,"S    = FF41797C EEAADAC2 43C9B1DF 2E14681C
       EDDC2210 1EE1ADF9 FA67E757 DAFE3AD9"
5831,"KSI  = F0CEEA4E 368B5A60 C63D96C1 E5B51CD2
       A93BEFBD 2634F0AD CBBB69CE ED2D5D9A"
5831,"H    = F0CEEA4E 368B5A60 C63D96C1 E5B51CD2
       A93BEFBD 2634F0AD CBBB69CE ED2D5D9A"
5831,"S    = 62A07EA5 EF3C3309 2CE1B076 173D48CC
       6881EB66 F5C7959F 63FCA1F1 D33C31B8"
5831,"KSI  = 95BEA0BE 88D5AA02 FE3C9D45 436CE821
       B8287CB6 2CBC135B 3E339EFE F6576CA9"
5831,"H    = 95BEA0BE 88D5AA02 FE3C9D45 436CE821
       B8287CB6 2CBC135B 3E339EFE F6576CA9"
5831,"S    = D42336E0 2A0A6998 6C65478A 3D08A1B9
       9FDDFF20 4808E863 94FD9D6D F776A7AD"
5831,"S    = 790DD7A1 066544EA 2829563C 3C39D781
       25EF9645 EE2C05DD A5ECAD92 2511A4D1"
5831,"KSI  = 0852F562 3B89DD57 AEB4781F E54DF14E
       EAFBC135 0613763A 0D770AA6 57BA1A47"
5831,"H    = 0852F562 3B89DD57 AEB4781F E54DF14E
       EAFBC135 0613763A 0D770AA6 57BA1A47"
5832,a = 0x7
5848,certInitialRepeat = number of times each Certificate Block should
5848,certResendDelay = maximum time delay in seconds until resending
5848,certResendCount = maximum number of other syslog messages to send
5848,sigMaxDelay = generate a new Signature Block if this many seconds
5848,sigResendDelay = send the next retransmission when this many
5848,sigResendCount = send the next retransmission when this many other
5854,start = metalinkMetalink
5854,agent-version = token
5854,metalinkUri = text
5863,i= string might provide a useful adjunct value for additional
5869,OKM = first L octets of T
5869,salt = not provided (defaults to HashLen zero octets)
5888,"identification-tag = token
                     ; token is defined in RFC 4566"
5888,"semantics-extension = token
                      ; token is defined in RFC 4566"
5888,i=This media stream contains the Spanish translation
5888,a=recvonly
5905,synch = TRUE;
5905,delay = BDELAY;
5905,low = 2e9; high = -2e9;
5905,max = dtemp;
5905,qmax = q;
5905,rval = SLEW;
5905,state = SPIK;
5905,rval = STEP;
5905,etemp = AVG;
5921,TSI = Transport Service Instance
5921,TP  = Transport Path
5927,maxsizeacked = claimedmtu;
5931,L = length
5939,option-tag        = token    ; defined in [RFC4566]
5939,att-par     = attribute    ;defined in [RFC4566]
5944,Identification = Network Time Protocol timestamp or Nonce
5946,NotifyD = Notify message containing a downstream notification
5946,NotifyU = Notify message containing an upstream notification
5953,snmpTargetAddrTDomain           = snmpTLSTCPDomain
5953,snmpTlstmCertToTSNFingerprint = HASH (appropriate fingerprint)
5953,snmpTlstmCertToTSNMapType     = snmpTlstmCertSANAny
5953,snmpTlstmCertToTSNFingerprint  = HASH (appropriate fingerprint)
5953,snmpTlstmCertToTSNMapType      = snmpTlstmCertSpecified
5956,s=FEC Grouping Semantics
5956,s=FEC Grouping Semantics for SSRC Multiplexing
5971,RAO = Router Alert Option
5973,lt  = lifetime
5977,m = large;
5977,b = large;
5987,attribute     = token
5988,ext-rel-type   = URI
5990,c = StringToInteger (C)
6015,s=Interleaved Parity FEC Example
6030,Key1 = 0123456789ABCDEF
6030,Key2 = 23456789ABCDEF01
6030,Key3 = 456789ABCDEF0123
6031,Key1 = 0123456789ABCDEF
6031,Key2 = 23456789ABCDEF01
6031,Key3 = 456789ABCDEF0123
6035,from-tag=9123dh311
6035,from-tag=9123dh3111
6044,privacy=full
6047,component=vevent
6047,Component=vevent
6049,MinDelay = (FiniteDelay [j])
6050,a=sendrecv
6063,bLen = (AES output block length in octets)
6068,caf=E9
6080,PNC = Profile Notification Component
6080,PCC = Profile Content Component
6080,branch=z9hG4bK6d6d35b6e2a203104d97211a3d18f57a
6080,branch=z9hG4bK1e3effada91dc37fd5a0c95cbf6767d0
6080,hash=10AB568E91245681AC1B
6080,branch=z9hG4bK1e3effada91dc37fd5a0c95cbf6767d1
6080,hash=123456789AAABBBCCCDD
6080,branch=z9hG4bK1e3effada91dc37fd5a0c95cbf6767d2
6086,Info-package-name   =  token
6090,R = Q
6090,R = P
6090,P3 = P2
6090,P3 = P1
6109,AP = Access Point
6109,DP = Delivery Point
6109,InP = Incoming Point
6128,i=Multicast Stream
6130,Value = LOST also performs the function of an Address Block TLV with
6130,Value = LOST
6134,"addrbook = segment
     ; <segment> defined in [RFC3986]"
6134,"extensions = query
     ; <query> defined in [RFC3986]"
6134,"ext-list-types  = string
        ; space separated list of URI schema parts
        ; for supported externally stored list types.
        ; MUST NOT be empty."
6141,a=sendrecv
6141,a=recvonly
6141,a=inactive
6141,a=sendonly
6189,zrtp-version     = token
6189,H1 = hash (H0)
6190,max-recv-base-level=000d
6216,OU=Sipit Test Certificate Authority
6216,CN=fluffy
6216,subjectKeyIdentifier=hash
6234,f = e
6234,b = a
6234,A = temp;
6234,key = tempkey;
6234,salt = nullSalt;
6234,err = shaSuccess;
6240,pwCepCfgPktReorder            = true
6240,pwCepCfgEnableDBA             = unequipped
6240,pwCepCfgRtpHdrSuppress        = false
6240,pwCepCfgRowStatus             = createAndGo
6243,mode=explicit
6249,rel=duplicate; pri=1; pref; depth=4
6252,RO = Router Optimization
6252,D = Coverage diameter
6252,Tpsk = Time spent to install keys proactively on the target APs
6256,done = False
6256,flag = 0x80
6256,done = True
6265,cookie-name       = token
6266,disp-ext-type       = token
6284,s=Local Retransmissions
6284,i=Multicast Stream
6284,i=Unicast Retransmission Stream
6284,a=sendonly
6285,s=Rapid Acquisition Example
6285,i=Primary Multicast Stream
6285,a=sendonly
6287,seed = SEED;
6287,seed = SEED32;
6287,password = PASS1234;
6287,seed = SEED64;
6287,ocraSuite = ocraSuite1;
6287,ocraSuite = ocraSuite2;
6295,s=Example
6295,config=7A0A0000001A4D546864000000060000000100604D54726B0000
6295,a=sendonly
6295,config=7A0A0000001A4D546864000000060000000100604D54726B0
6295,a=recvonly
6296,result = number1;
6306,UER=Unique ELOC region
6306,EP=Endpoint
6306,aRBR=anycast RBR
6306,uRBR=unicast RBR
6306,BR=Border Router
6324,v4src = IP2; v4dst = IP1
6350,SOURCE-value = URI
6350,PHOTO-value = URI
6350,TEL-uri-value = URI
6350,IMPP-value = URI
6350,GEO-value = URI
6350,LOGO-value = URI
6350,MEMBER-value = URI
6350,SOUND-value = URI
6350,UID-uri-value = URI
6350,URL-value = URI
6350,KEY-uri-value = URI
6350,FBURL-value = URI
6350,CALADRURI-value = URI
6350,CALURI-value = URI
6353,snmpTargetAddrTDomain           = snmpTLSTCPDomain
6353,snmpTlstmCertToTSNFingerprint = HASH (appropriate fingerprint)
6353,snmpTlstmCertToTSNMapType     = snmpTlstmCertSANAny
6353,snmpTlstmCertToTSNFingerprint  = HASH (appropriate fingerprint)
6353,snmpTlstmCertToTSNMapType      = snmpTlstmCertSpecified
6364,name        = token
6364,s=FEC Framework Examples
6376,Tag=value pairs that represent the default value MAY be included to
6376,b=AuUoFEfDxTDkHlLXSZEpZj79LICEps6eda7W3deTVFOk4yAUoqOB
6386,currentBlockHasCoeffs = true;
6386,prevCoeffWasZero = true;
6386,ip = output;
6386,op = output;
6386,reference = output;
6416,config=40008B18388380
6416,config=40005623101fe0; SBR-enabled=1
6416,config=400026103fc0; SBR-enabled=1
6416,config=8FF8004192B11880FF0DDE3699F2408C00536C02313CF3CE0FF0
6416,config=40005623101fe0; MPS-profile-level-id=55;
6416,MPS-asc=F1B4CF920442029B501185B6DA00;
6431,right = temp
6455,Sec-WebSocket-Version-Client = version
6455,registered-token = token
6455,Sec-WebSocket-Protocol-Server = token
6458,snp = buf;
6458,timeout = TIMEOUT;
6465,i=A Seminar on the session description protocol
6465,i=Un seminaire sur le protocole de description des sessions
6466,s=SDP image example
6466,a=sendrecv
6469,s=POI Seminar
6469,i=A Seminar on how to make Presentations on the Internet
6501,"conference-state-type =
  anyAttribute"
6501,free-text-extension = text
6503,confUserID=null;
6503,confObjID=confXYZ;
6503,operation=create;
6503,confUserID=user345;
6507,Jx = r  modulo p
6508,z      = AFF429D3 5F84B110 D094803B 3595A6E2 998BC99F
6508,"Zx     = 5958EF1B 1679BF09 9B3A030D F255AA6A
         23C1D8F1 43D4D23F 753E69BD 27A832F3
         8CB4AD53 DDEF4260 B0FE8BB4 5C4C1FF5
         10EFFE30 0367A37B 61F701D9 14AEF097
         24825FA0 707D61A6 DFF4FBD7 273566CD
         DE352A0B 04B7C16A 78309BE6 40697DE7
         47613A5F C195E8B9 F328852A 579DB8F9
         9B1D0034 479EA9C5 595F47C4 B2F54FF2"
6508,"Rby    = 557E134A D85BB1D4 B9CE4F8B E4B08A12
         BABF55B1 D6F1D7A6 38019EA2 8E15AB1C
         9F76375F DD1210D4 F4351B9A 009486B7
         F3ED46C9 65DED2D8 0DADE4F3 8C6721D5
         2C3AD103 A10EBD29 59248B4E F006836B
         F097448E 6107C9ED EE9FB704 823DF199
         F832C905 AE45F8A2 47A072D8 EF729EAB
         C5E27574 B07739B3 4BE74A53 2F747B86"
6508,H      = 89E0BC66 1AA1E916 38E6ACC8 4E496507
6508,"Kbx    = 93AF67E5 007BA6E6 A80DA793 DA300FA4
         B52D0A74 E25E6E7B 2B3D6EE9 D18A9B5C
         5023597B D82D8062 D3401956 3BA1D25C
         0DC56B7B 979D74AA 50F29FBF 11CC2C93
         F5DFCA61 5E609279 F6175CEA DB00B58C
         6BEE1E7A 2A47C4F0 C456F052 59A6FA94
         A634A40D AE1DF593 D4FECF68 8D5FC678
         BE7EFC6D F3D68353 25B83B2C 6E69036B"
6508,"w      = 7D2A8438 E6291C64 9B6579EB 3B79EAE9
         48B1DE9E 5F7D1F40 70A08F8D B6B3C515
         6F2201AF FBB5CB9D 82AA3EC0 D0398B89
         ABC78A13 A760C0BF 3F77E63D 0DF3F1A3
         41A41B88 11DF197F D6CD0F00 3125606F
         4F109F40 0F7292A1 0D255E3C 0EBCCB42
         53FB182C 68F09CF6 CD9C4A53 DA6C74AD
         007AF36B 8BCA979D 5895E282 F483FCD6"
6508,"TESTy  = 557E134A D85BB1D4 B9CE4F8B E4B08A12
         BABF55B1 D6F1D7A6 38019EA2 8E15AB1C
         9F76375F DD1210D4 F4351B9A 009486B7
         F3ED46C9 65DED2D8 0DADE4F3 8C6721D5
         2C3AD103 A10EBD29 59248B4E F006836B
         F097448E 6107C9ED EE9FB704 823DF199
         F832C905 AE45F8A2 47A072D8 EF729EAB
         C5E27574 B07739B3 4BE74A53 2F747B86"
6508,"h2     = 2B32DB6C 2C0A6235 FB1397E8 225EA85E
         0F0E6E8C 7B126D00 16CCBDE0 E667151E"
6508,"h4     = FE15C0D3 EBE314FA D720A08B 839A004C
         2E6386F5 AECC19EC 74807D19 20CB6AEB"
6508,"v1     = FA2656CA 1D2DBD79 015AE918 773DFEDC
         24957C91 E3C9C335 40D6BF6D 7C3C0055"
6508,"v2     = F016CD67 59620AD7 87669E3A DD887DF6
         25895A91 0CEE1486 91A06735 B2F0A248"
6508,"v3     = AC45C6F9 7F83BCE0 A2BBD0A1 4CF4D7F4
         CB3590FB FAF93AE7 1C64E426 185710B5"
6508,"v4     = E65D50BD 551A54EF 981F535E 072DE98D
         2223ACAD 4621E026 3B0A61EA C56DB078"
6509,"p      = 997ABB1F 0A563FDA 65C61198 DAD0657A
         416C0CE1 9CB48261 BE9AE358 B3E01A2E
         F40AAB27 E2FC0F1B 228730D5 31A59CB0
         E791B39F F7C88A19 356D27F4 A666A6D0
         E26C6487 326B4CD4 512AC5CD 65681CE1
         B6AFF4A8 31852A82 A7CF3C52 1C3C09AA
         9F94D6AF 56971F1F FCE3E823 89857DB0
         80C5DF10 AC7ACE87 666D807A FEA85FEB"
6509,"Px     = 53FC09EE 332C29AD 0A799005 3ED9B52A
         2B1A2FD6 0AEC69C6 98B2F204 B6FF7CBF
         B5EDB6C0 F6CE2308 AB10DB90 30B09E10
         43D5F22C DB9DFA55 718BD9E7 406CE890
         9760AF76 5DD5BCCB 337C8654 8B72F2E1
         A702C339 7A60DE74 A7C1514D BA66910D
         D5CFB4CC 80728D87 EE9163A5 B63F73EC
         80EC46C4 967E0979 880DC8AB EAE63895"
6509,"g      = 66FC2A43 2B6EA392 148F1586 7D623068
         C6A87BD1 FB94C41E 27FABE65 8E015A87
         371E9474 4C96FEDA 449AE956 3F8BC446
         CBFDA85D 5D00EF57 7072DA8F 541721BE
         EE0FAED1 828EAB90 B99DFB01 38C78433
         55DF0460 B4A9FD74 B4F1A32B CAFA1FFA
         D682C033 A7942BCC E3720F20 B9B7B040
         3C8CAE87 B7A0042A CDE0FAB3 6461EA46"
6521,KRm = SHA1 (home keygen token)
6527,if      = IfIndex
6527,AddrType= vrrpv3OperationsInetAddrType
6527,VrId    = vrrpv3OperationsVrId
6527,State   = vrrpv3OperationsStatus
6527,Prior   = vrrpv3OperationsPriority
6527,IpAddr  = vrrpv3OperationsMasterIpAddr
6533,"utf-8-address       = Mailbox
  ; Mailbox as defined in [RFC6531]."
6591,s=testkey; d=sender.example; h=From:To:Subject:Date;
6591,b=AuUoFEfDxTDkHlLXSZEpZj79LICEps6eda7W3deTVFOk4yAUoqOB
6595,IdP-Identifier = domain ; domain name with corresponding IdP
6595,authentication-request = URI
6601,RBWck = total amount of bandwidth reserved by all established
6616,"Identifier = URI             ; Identifier is specified in
                             ; Sec. 7.2 of the OpenID 2.0 spec."
6616,authentication-request = URI
6617,v = psk
6617,SKE = ELE
6630,K = pRK and
6637,ZB = x;
6637,VB = convert point V to the octet string
6651,dkim=all; ra=dkim-adsp-errors; rr=u
6654,Host = IPv6 customer host device
6654,GW   = provider edge device (Gateway)
6654,BR   = border router (dual stack)
6659,s=RAMS Scenarios
6665,extension-substate   = token
6665,event-reason-extension = token
6679,init-ext       = token
6679,parm-name      = token
6679,s=VoIP call
6679,i=SDP offer for VoIP call with ICE and ECN for RTP
6679,s=Multicast SDP session using ECN for RTP
6679,i=Multicasted audio chat using ECN for RTP
6681,s=Raptor FEC Example
6682,s=Raptor RTP FEC Example
6682,P=A; repair-window=200000
6690,ext-rel-type   = URI
6696,K = rRK and
6698,S = Selector
6698,M = Matching Type
6703,i=j
6710,ORCPT=rfc822;Dana@Ivory.example.net
6715,EXPERTISE-value =  text
6715,HOBBY-value =  text
6715,INTEREST-value =  text
6715,ORG-DIRECTORY-value=  uri
6715,INDEX-value =  integer
6716,LSB = Least Significant Bit
6716,MSB = Most Significant Bit
6729,value = token
6729,unreg-state-keyword = token
6730,subjectKeyIdentifier = hash
6730,extendedKeyUsage= emailProtection
6731,swapped = FALSE;
6731,swapped = TRUE;
6736,Protocol = TCP
6736,Direction = OUT
6736,Protocol = UDP
6736,NAT-Control-Binding-Status = Removed
6740,FQDN = Fully Qualified Domain Name
6740,MAC = Media Access Control
6740,A = IP Address
6740,I = Identifier
6740,L = Locator
6740,CN  = Correspondent Node
6740,D  = Device
6740,H  = Host
6740,SBR  = Site Border Router
6740,SBR = Site Border Router
6740,CP     = coordination protocol
6740,H = host
6742,MSB = most significant bit
6742,LSB = least significant bit
6748,CN = Correspondent Node
6748,H = Host
6748,SBR = Site Border Router
6748,CP     = coordination protocol
6748,H = host
6748,raN = radio interface N
6748,HN = host N
6748,sbrN = interface N on sbr
6748,CN = correspondent node
6748,LN = global Locator value N
6748,V = Virtual machine image
6748,Hx = Host x
6748,LRR = Locator Rewriting Relay
6758,ORCPT=rfc822;Dana@Ivory.example.net
6759,p2pTechnology=NO
6759,tunnelTechnology=YES
6759,encryptedTechnology=NO
6775,Src= LL64 (6LN)
6775,SLLAO= MAC64 (6LN)
6775,Src= LL64 (6LR)
6775,Dst= LL64 (6LN)
6775,Src= GP16 (6LN)
6775,Dst= LL64 (6LR)
6775,SLLAO= MAC16 (6LN)
6775,Src= GP64 or GP16 (6LR)
6775,Dst= GP64 or GP16 (6LBR)
6775,Src= GP64 or GP16 (6LBR)
6775,Dst= GP64 or GP16 (6LR)
6775,Dst= GP16 (6LN)
6797,directive-name            = token
6801,s=FEC Framework Examples
6803,newstate = newIV
6803,Salt=0x1234567878563412
6837,base-uri  =    uri ; from RFC 3986
6848,country     = US
6871,encoding-name      = token ;defined in RFC 4566
6871,encoding-parms     = token
6871,format-name        = token ;defined in RFC 4566
6871,fmt-specific-param-list = text ; defined in RFC 4566
6871,i=main video stream
